Date,Close
2022-02-08 00:00:00+05:30,166.9499969482422
2022-02-09 00:00:00+05:30,163.9499969482422
2022-02-10 00:00:00+05:30,169.10000610351562
2022-02-11 00:00:00+05:30,168.14999389648438
2022-02-14 00:00:00+05:30,166.1999969482422
2022-02-15 00:00:00+05:30,164.14999389648438
2022-02-16 00:00:00+05:30,168.5500030517578
2022-02-17 00:00:00+05:30,171.75
2022-02-18 00:00:00+05:30,167.89999389648438
2022-02-21 00:00:00+05:30,163.39999389648438
2022-02-22 00:00:00+05:30,164.9499969482422
2022-02-23 00:00:00+05:30,160.75
2022-02-24 00:00:00+05:30,156.64999389648438
2022-02-25 00:00:00+05:30,159.5
2022-02-28 00:00:00+05:30,160.64999389648438
2022-03-02 00:00:00+05:30,162.9499969482422
2022-03-03 00:00:00+05:30,170.3000030517578
2022-03-04 00:00:00+05:30,165.25
2022-03-07 00:00:00+05:30,186.9499969482422
2022-03-08 00:00:00+05:30,179.10000610351562
2022-03-09 00:00:00+05:30,175.39999389648438
2022-03-10 00:00:00+05:30,174.35000610351562
2022-03-11 00:00:00+05:30,175.6999969482422
2022-03-14 00:00:00+05:30,171.8000030517578
2022-03-15 00:00:00+05:30,163.75
2022-03-16 00:00:00+05:30,167.3000030517578
2022-03-17 00:00:00+05:30,170.3000030517578
2022-03-21 00:00:00+05:30,172.5500030517578
2022-03-22 00:00:00+05:30,175.4499969482422
2022-03-23 00:00:00+05:30,175.60000610351562
2022-03-24 00:00:00+05:30,177.4499969482422
2022-03-25 00:00:00+05:30,175.8000030517578
2022-03-28 00:00:00+05:30,176.35000610351562
2022-03-29 00:00:00+05:30,171.0
2022-03-30 00:00:00+05:30,162.0
2022-03-31 00:00:00+05:30,163.89999389648438
2022-04-01 00:00:00+05:30,167.9499969482422
2022-04-04 00:00:00+05:30,168.0500030517578
2022-04-05 00:00:00+05:30,171.85000610351562
2022-04-06 00:00:00+05:30,172.8000030517578
2022-04-07 00:00:00+05:30,168.85000610351562
2022-04-08 00:00:00+05:30,170.89999389648438
2022-04-11 00:00:00+05:30,171.1999969482422
2022-04-12 00:00:00+05:30,168.89999389648438
2022-04-13 00:00:00+05:30,174.25
2022-04-18 00:00:00+05:30,175.8000030517578
2022-04-19 00:00:00+05:30,177.14999389648438
2022-04-20 00:00:00+05:30,175.5
2022-04-21 00:00:00+05:30,174.14999389648438
2022-04-22 00:00:00+05:30,174.0
2022-04-25 00:00:00+05:30,169.64999389648438
2022-04-26 00:00:00+05:30,166.9499969482422
2022-04-27 00:00:00+05:30,164.85000610351562
2022-04-28 00:00:00+05:30,164.8000030517578
2022-04-29 00:00:00+05:30,160.4499969482422
2022-05-02 00:00:00+05:30,156.35000610351562
2022-05-04 00:00:00+05:30,162.25
2022-05-05 00:00:00+05:30,164.85000610351562
2022-05-06 00:00:00+05:30,166.9499969482422
2022-05-09 00:00:00+05:30,164.75
2022-05-10 00:00:00+05:30,154.4499969482422
2022-05-11 00:00:00+05:30,158.60000610351562
2022-05-12 00:00:00+05:30,156.5
2022-05-13 00:00:00+05:30,153.5500030517578
2022-05-16 00:00:00+05:30,153.5
2022-05-17 00:00:00+05:30,163.14999389648438
2022-05-18 00:00:00+05:30,163.1999969482422
2022-05-19 00:00:00+05:30,160.0
2022-05-20 00:00:00+05:30,161.89999389648438
2022-05-23 00:00:00+05:30,155.10000610351562
2022-05-24 00:00:00+05:30,150.64999389648438
2022-05-25 00:00:00+05:30,152.60000610351562
2022-05-26 00:00:00+05:30,151.89999389648438
2022-05-27 00:00:00+05:30,143.8000030517578
2022-05-30 00:00:00+05:30,144.0500030517578
2022-05-31 00:00:00+05:30,151.25
2022-06-01 00:00:00+05:30,149.75
2022-06-02 00:00:00+05:30,152.4499969482422
2022-06-03 00:00:00+05:30,151.60000610351562
2022-06-06 00:00:00+05:30,153.9499969482422
2022-06-07 00:00:00+05:30,161.85000610351562
2022-06-08 00:00:00+05:30,163.39999389648438
2022-06-09 00:00:00+05:30,165.5500030517578
2022-06-10 00:00:00+05:30,164.64999389648438
2022-06-13 00:00:00+05:30,159.5500030517578
2022-06-14 00:00:00+05:30,155.9499969482422
2022-06-15 00:00:00+05:30,151.39999389648438
2022-06-16 00:00:00+05:30,143.5500030517578
2022-06-17 00:00:00+05:30,141.4499969482422
2022-06-20 00:00:00+05:30,134.39999389648438
2022-06-21 00:00:00+05:30,139.10000610351562
2022-06-22 00:00:00+05:30,134.85000610351562
2022-06-23 00:00:00+05:30,134.8000030517578
2022-06-24 00:00:00+05:30,137.35000610351562
2022-06-27 00:00:00+05:30,141.5
2022-06-28 00:00:00+05:30,149.35000610351562
2022-06-29 00:00:00+05:30,154.14999389648438
2022-06-30 00:00:00+05:30,151.5500030517578
2022-07-01 00:00:00+05:30,131.0500030517578
2022-07-04 00:00:00+05:30,126.0
2022-07-05 00:00:00+05:30,127.4000015258789
2022-07-06 00:00:00+05:30,120.94999694824219
2022-07-07 00:00:00+05:30,123.5
2022-07-08 00:00:00+05:30,121.5
2022-07-11 00:00:00+05:30,125.5
2022-07-12 00:00:00+05:30,124.0999984741211
2022-07-13 00:00:00+05:30,124.44999694824219
2022-07-14 00:00:00+05:30,127.1500015258789
2022-07-15 00:00:00+05:30,126.55000305175781
2022-07-18 00:00:00+05:30,129.89999389648438
2022-07-19 00:00:00+05:30,127.9000015258789
2022-07-20 00:00:00+05:30,132.5500030517578
2022-07-21 00:00:00+05:30,133.10000610351562
2022-07-22 00:00:00+05:30,132.4499969482422
2022-07-25 00:00:00+05:30,129.8000030517578
2022-07-26 00:00:00+05:30,128.1999969482422
2022-07-27 00:00:00+05:30,128.60000610351562
2022-07-28 00:00:00+05:30,130.25
2022-07-29 00:00:00+05:30,134.14999389648438
2022-08-01 00:00:00+05:30,138.39999389648438
2022-08-02 00:00:00+05:30,136.6999969482422
2022-08-03 00:00:00+05:30,135.64999389648438
2022-08-04 00:00:00+05:30,136.25
2022-08-05 00:00:00+05:30,136.5
2022-08-08 00:00:00+05:30,136.5
2022-08-10 00:00:00+05:30,133.8000030517578
2022-08-11 00:00:00+05:30,132.8000030517578
2022-08-12 00:00:00+05:30,139.1999969482422
2022-08-16 00:00:00+05:30,139.9499969482422
2022-08-17 00:00:00+05:30,139.64999389648438
2022-08-18 00:00:00+05:30,135.5500030517578
2022-08-19 00:00:00+05:30,134.60000610351562
2022-08-22 00:00:00+05:30,131.89999389648438
2022-08-23 00:00:00+05:30,133.75
2022-08-24 00:00:00+05:30,136.0
2022-08-25 00:00:00+05:30,136.5500030517578
2022-08-26 00:00:00+05:30,136.64999389648438
2022-08-29 00:00:00+05:30,135.89999389648438
2022-08-30 00:00:00+05:30,138.60000610351562
2022-09-01 00:00:00+05:30,134.6999969482422
2022-09-02 00:00:00+05:30,132.75
2022-09-05 00:00:00+05:30,133.39999389648438
2022-09-06 00:00:00+05:30,132.10000610351562
2022-09-07 00:00:00+05:30,132.5
2022-09-08 00:00:00+05:30,131.85000610351562
2022-09-09 00:00:00+05:30,134.0
2022-09-12 00:00:00+05:30,134.0
2022-09-13 00:00:00+05:30,133.89999389648438
2022-09-14 00:00:00+05:30,133.1999969482422
2022-09-15 00:00:00+05:30,132.60000610351562
2022-09-16 00:00:00+05:30,131.25
2022-09-19 00:00:00+05:30,130.5500030517578
2022-09-20 00:00:00+05:30,133.1999969482422
2022-09-21 00:00:00+05:30,130.89999389648438
2022-09-22 00:00:00+05:30,128.64999389648438
2022-09-23 00:00:00+05:30,128.60000610351562
2022-09-26 00:00:00+05:30,123.44999694824219
2022-09-27 00:00:00+05:30,124.44999694824219
2022-09-28 00:00:00+05:30,122.55000305175781
2022-09-29 00:00:00+05:30,126.6500015258789
2022-09-30 00:00:00+05:30,126.80000305175781
2022-10-03 00:00:00+05:30,132.39999389648438
2022-10-04 00:00:00+05:30,133.89999389648438
2022-10-06 00:00:00+05:30,132.64999389648438
2022-10-07 00:00:00+05:30,134.0500030517578
2022-10-10 00:00:00+05:30,133.25
2022-10-11 00:00:00+05:30,131.10000610351562
2022-10-12 00:00:00+05:30,131.35000610351562
2022-10-13 00:00:00+05:30,129.85000610351562
